# 2023-02-09, 15:25:54.781305
# fs = 25 Hz, N = 512
# NI 9201, 19.5.0
t,ai0
0.000000000,1.953323592
0.040000000,-1.856240400
0.080000000,1.063911216
0.120000000,0.148793280
0.160000000,-1.301000304
0.200000000,1.943041368
0.240000000,-1.866522624
0.280000000,1.058770104
0.320000000,0.148793280
0.360000000,-1.301000304
0.400000000,1.948182480
0.440000000,-1.861381512
0.480000000,1.058770104
0.520000000,0.148793280
0.560000000,-1.306141416
0.600000000,1.948182480
0.640000000,-1.866522624
0.680000000,1.048487880
0.720000000,0.148793280
0.760000000,-1.301000304
0.800000000,1.943041368
0.840000000,-1.856240400
0.880000000,1.058770104
0.920000000,0.143652168
0.960000000,-1.301000304
1.000000000,1.948182480
1.040000000,-1.871663736
1.080000000,1.053628992
1.120000000,0.148793280
1.160000000,-1.301000304
1.200000000,1.948182480
1.240000000,-1.856240400
1.280000000,1.058770104
1.320000000,0.143652168
1.360000000,-1.306141416
1.400000000,1.953323592
1.440000000,-1.866522624
1.480000000,1.063911216
1.520000000,0.143652168
1.560000000,-1.301000304
1.600000000,1.943041368
1.640000000,-1.861381512
1.680000000,1.053628992
1.720000000,0.148793280
1.760000000,-1.301000304
1.800000000,1.943041368
1.840000000,-1.856240400
1.880000000,1.053628992
1.920000000,0.153934392
1.960000000,-1.295859192
2.000000000,1.943041368
2.040000000,-1.866522624
2.080000000,1.058770104
2.120000000,0.148793280
2.160000000,-1.301000304
2.200000000,1.948182480
2.240000000,-1.861381512
2.280000000,1.053628992
2.320000000,0.143652168
2.360000000,-1.295859192
2.400000000,1.948182480
2.440000000,-1.861381512
2.480000000,1.058770104
2.520000000,0.143652168
2.560000000,-1.295859192
2.600000000,1.943041368
2.640000000,-1.866522624
2.680000000,1.058770104
2.720000000,0.138511056
2.760000000,-1.295859192
2.800000000,1.943041368
2.840000000,-1.861381512
2.880000000,1.053628992
2.920000000,0.138511056
2.960000000,-1.295859192
3.000000000,1.953323592
3.040000000,-1.861381512
3.080000000,1.053628992
3.120000000,0.148793280
3.160000000,-1.290718080
3.200000000,1.943041368
3.240000000,-1.856240400
3.280000000,1.058770104
3.320000000,0.143652168
3.360000000,-1.290718080
3.400000000,1.948182480
3.440000000,-1.866522624
3.480000000,1.053628992
3.520000000,0.143652168
3.560000000,-1.295859192
3.600000000,1.948182480
3.640000000,-1.866522624
3.680000000,1.058770104
3.720000000,0.143652168
3.760000000,-1.295859192
3.800000000,1.948182480
3.840000000,-1.856240400
3.880000000,1.058770104
3.920000000,0.143652168
3.960000000,-1.295859192
4.000000000,1.943041368
4.040000000,-1.856240400
4.080000000,1.053628992
4.120000000,0.148793280
4.160000000,-1.295859192
4.200000000,1.948182480
4.240000000,-1.861381512
4.280000000,1.058770104
4.320000000,0.133369944
4.360000000,-1.290718080
4.400000000,1.948182480
4.440000000,-1.861381512
4.480000000,1.058770104
4.520000000,0.143652168
4.560000000,-1.295859192
4.600000000,1.948182480
4.640000000,-1.861381512
4.680000000,1.053628992
4.720000000,0.143652168
4.760000000,-1.290718080
4.800000000,1.948182480
4.840000000,-1.861381512
4.880000000,1.058770104
4.920000000,0.143652168
4.960000000,-1.295859192
5.000000000,1.937900256
5.040000000,-1.866522624
5.080000000,1.058770104
5.120000000,0.138511056
5.160000000,-1.295859192
5.200000000,1.948182480
5.240000000,-1.866522624
5.280000000,1.058770104
5.320000000,0.143652168
5.360000000,-1.295859192
5.400000000,1.948182480
5.440000000,-1.861381512
5.480000000,1.053628992
5.520000000,0.143652168
5.560000000,-1.295859192
5.600000000,1.948182480
5.640000000,-1.861381512
5.680000000,1.063911216
5.720000000,0.133369944
5.760000000,-1.285576968
5.800000000,1.943041368
5.840000000,-1.861381512
5.880000000,1.058770104
5.920000000,0.143652168
5.960000000,-1.290718080
6.000000000,1.937900256
6.040000000,-1.866522624
6.080000000,1.063911216
6.120000000,0.138511056
6.160000000,-1.290718080
6.200000000,1.948182480
6.240000000,-1.861381512
6.280000000,1.058770104
6.320000000,0.133369944
6.360000000,-1.295859192
6.400000000,1.943041368
6.440000000,-1.861381512
6.480000000,1.063911216
6.520000000,0.138511056
6.560000000,-1.290718080
6.600000000,1.943041368
6.640000000,-1.866522624
6.680000000,1.063911216
6.720000000,0.143652168
6.760000000,-1.295859192
6.800000000,1.953323592
6.840000000,-1.861381512
6.880000000,1.063911216
6.920000000,0.133369944
6.960000000,-1.295859192
7.000000000,1.937900256
7.040000000,-1.861381512
7.080000000,1.063911216
7.120000000,0.143652168
7.160000000,-1.295859192
7.200000000,1.948182480
7.240000000,-1.866522624
7.280000000,1.058770104
7.320000000,0.143652168
7.360000000,-1.295859192
7.400000000,1.943041368
7.440000000,-1.866522624
7.480000000,1.063911216
7.520000000,0.138511056
7.560000000,-1.290718080
7.600000000,1.937900256
7.640000000,-1.861381512
7.680000000,1.069052328
7.720000000,0.138511056
7.760000000,-1.290718080
7.800000000,1.943041368
7.840000000,-1.861381512
7.880000000,1.063911216
7.920000000,0.143652168
7.960000000,-1.290718080
8.000000000,1.943041368
8.040000000,-1.866522624
8.080000000,1.058770104
8.120000000,0.133369944
8.160000000,-1.290718080
8.200000000,1.953323592
8.240000000,-1.861381512
8.280000000,1.063911216
8.320000000,0.138511056
8.360000000,-1.285576968
8.400000000,1.943041368
8.440000000,-1.866522624
8.480000000,1.058770104
8.520000000,0.138511056
8.560000000,-1.295859192
8.600000000,1.943041368
8.640000000,-1.856240400
8.680000000,1.058770104
8.720000000,0.148793280
8.760000000,-1.290718080
8.800000000,1.948182480
8.840000000,-1.866522624
8.880000000,1.063911216
8.920000000,0.133369944
8.960000000,-1.290718080
9.000000000,1.943041368
9.040000000,-1.866522624
9.080000000,1.069052328
9.120000000,0.143652168
9.160000000,-1.285576968
9.200000000,1.948182480
9.240000000,-1.866522624
9.280000000,1.063911216
9.320000000,0.133369944
9.360000000,-1.290718080
9.400000000,1.943041368
9.440000000,-1.861381512
9.480000000,1.069052328
9.520000000,0.133369944
9.560000000,-1.290718080
9.600000000,1.943041368
9.640000000,-1.866522624
9.680000000,1.069052328
9.720000000,0.133369944
9.760000000,-1.290718080
9.800000000,1.943041368
9.840000000,-1.861381512
9.880000000,1.069052328
9.920000000,0.133369944
9.960000000,-1.295859192
10.000000000,1.943041368
10.040000000,-1.861381512
10.080000000,1.069052328
10.120000000,0.138511056
10.160000000,-1.295859192
10.200000000,1.943041368
10.240000000,-1.866522624
10.280000000,1.063911216
10.320000000,0.138511056
10.360000000,-1.285576968
10.400000000,1.943041368
10.440000000,-1.861381512
10.480000000,1.063911216
10.520000000,0.138511056
10.560000000,-1.285576968
10.600000000,1.943041368
10.640000000,-1.866522624
10.680000000,1.063911216
10.720000000,0.133369944
10.760000000,-1.290718080
10.800000000,1.943041368
10.840000000,-1.861381512
10.880000000,1.058770104
10.920000000,0.133369944
10.960000000,-1.285576968
11.000000000,1.943041368
11.040000000,-1.866522624
11.080000000,1.058770104
11.120000000,0.138511056
11.160000000,-1.290718080
11.200000000,1.943041368
11.240000000,-1.861381512
11.280000000,1.074193440
11.320000000,0.128228832
11.360000000,-1.285576968
11.400000000,1.943041368
11.440000000,-1.871663736
11.480000000,1.074193440
11.520000000,0.133369944
11.560000000,-1.280435856
11.600000000,1.943041368
11.640000000,-1.866522624
11.680000000,1.069052328
11.720000000,0.128228832
11.760000000,-1.285576968
11.800000000,1.943041368
11.840000000,-1.866522624
11.880000000,1.069052328
11.920000000,0.128228832
11.960000000,-1.285576968
12.000000000,1.943041368
12.040000000,-1.861381512
