# 2023-02-09, 15:17:02.511892
# fs = 20000 Hz, N = 256
# NI 9201, 19.5.0
t,ai0
0.000000000,-1.995050424
0.000050000,2.004734712
0.000100000,-2.010473760
0.000150000,1.999593600
0.000200000,-2.000191536
0.000250000,1.994452488
0.000300000,-1.995050424
0.000350000,1.984170264
0.000400000,-2.005332648
0.000450000,1.994452488
0.000500000,-2.005332648
0.000550000,1.999593600
0.000600000,-2.005332648
0.000650000,1.989311376
0.000700000,-2.000191536
0.000750000,1.994452488
0.000800000,-2.005332648
0.000850000,1.999593600
0.000900000,-2.000191536
0.000950000,1.994452488
0.001000000,-2.000191536
0.001050000,1.994452488
0.001100000,-2.000191536
0.001150000,2.004734712
0.001200000,-2.005332648
0.001250000,1.989311376
0.001300000,-1.995050424
0.001350000,1.999593600
0.001400000,-2.000191536
0.001450000,1.994452488
0.001500000,-2.000191536
0.001550000,1.999593600
0.001600000,-2.000191536
0.001650000,1.994452488
0.001700000,-2.005332648
0.001750000,1.989311376
0.001800000,-2.010473760
0.001850000,1.994452488
0.001900000,-2.000191536
0.001950000,1.989311376
0.002000000,-2.000191536
0.002050000,1.994452488
0.002100000,-2.000191536
0.002150000,1.994452488
0.002200000,-1.995050424
0.002250000,2.004734712
0.002300000,-2.005332648
0.002350000,1.994452488
0.002400000,-1.995050424
0.002450000,1.994452488
0.002500000,-2.005332648
0.002550000,1.994452488
0.002600000,-2.005332648
0.002650000,1.989311376
0.002700000,-2.000191536
0.002750000,2.004734712
0.002800000,-2.000191536
0.002850000,1.989311376
0.002900000,-1.995050424
0.002950000,1.994452488
0.003000000,-1.995050424
0.003050000,1.994452488
0.003100000,-2.000191536
0.003150000,1.994452488
0.003200000,-2.005332648
0.003250000,1.999593600
0.003300000,-1.995050424
0.003350000,1.994452488
0.003400000,-2.000191536
0.003450000,2.004734712
0.003500000,-1.995050424
0.003550000,1.999593600
0.003600000,-2.005332648
0.003650000,2.004734712
0.003700000,-2.005332648
0.003750000,1.989311376
0.003800000,-2.005332648
0.003850000,1.994452488
0.003900000,-2.005332648
0.003950000,1.989311376
0.004000000,-1.995050424
0.004050000,1.999593600
0.004100000,-1.995050424
0.004150000,1.989311376
0.004200000,-2.005332648
0.004250000,1.994452488
0.004300000,-2.000191536
0.004350000,1.989311376
0.004400000,-2.000191536
0.004450000,1.994452488
0.004500000,-1.995050424
0.004550000,1.999593600
0.004600000,-2.000191536
0.004650000,1.999593600
0.004700000,-2.005332648
0.004750000,1.989311376
0.004800000,-2.005332648
0.004850000,1.999593600
0.004900000,-2.005332648
0.004950000,1.989311376
0.005000000,-2.000191536
0.005050000,1.989311376
0.005100000,-2.005332648
0.005150000,1.994452488
0.005200000,-2.000191536
0.005250000,1.999593600
0.005300000,-2.005332648
0.005350000,1.994452488
0.005400000,-2.005332648
0.005450000,1.989311376
0.005500000,-2.000191536
0.005550000,1.994452488
0.005600000,-2.000191536
0.005650000,1.994452488
0.005700000,-2.000191536
0.005750000,1.994452488
0.005800000,-1.995050424
0.005850000,1.994452488
0.005900000,-2.000191536
0.005950000,1.994452488
0.006000000,-2.000191536
0.006050000,1.994452488
0.006100000,-2.000191536
0.006150000,1.989311376
0.006200000,-2.005332648
0.006250000,1.999593600
0.006300000,-2.000191536
0.006350000,1.999593600
0.006400000,-2.000191536
0.006450000,1.994452488
0.006500000,-2.000191536
0.006550000,1.989311376
0.006600000,-2.000191536
0.006650000,1.999593600
0.006700000,-2.000191536
0.006750000,1.994452488
0.006800000,-1.995050424
0.006850000,1.999593600
0.006900000,-1.995050424
0.006950000,1.994452488
0.007000000,-2.000191536
0.007050000,1.999593600
0.007100000,-2.005332648
0.007150000,1.989311376
0.007200000,-1.995050424
0.007250000,1.989311376
0.007300000,-2.005332648
0.007350000,1.994452488
0.007400000,-2.000191536
0.007450000,1.994452488
0.007500000,-2.000191536
0.007550000,1.989311376
0.007600000,-1.995050424
0.007650000,1.999593600
0.007700000,-2.000191536
0.007750000,1.994452488
0.007800000,-2.000191536
0.007850000,1.999593600
0.007900000,-2.000191536
0.007950000,1.999593600
0.008000000,-2.000191536
0.008050000,1.999593600
0.008100000,-2.000191536
0.008150000,1.994452488
0.008200000,-2.005332648
0.008250000,1.989311376
0.008300000,-2.005332648
0.008350000,1.989311376
0.008400000,-2.000191536
0.008450000,1.989311376
0.008500000,-2.000191536
0.008550000,1.984170264
0.008600000,-2.000191536
0.008650000,1.999593600
0.008700000,-1.995050424
0.008750000,1.994452488
0.008800000,-2.000191536
0.008850000,1.994452488
0.008900000,-2.000191536
0.008950000,2.004734712
0.009000000,-2.000191536
0.009050000,1.999593600
0.009100000,-2.000191536
0.009150000,1.994452488
0.009200000,-2.000191536
0.009250000,1.994452488
0.009300000,-2.000191536
0.009350000,1.994452488
0.009400000,-1.995050424
0.009450000,1.994452488
0.009500000,-2.005332648
0.009550000,1.999593600
0.009600000,-2.005332648
0.009650000,1.994452488
0.009700000,-2.000191536
0.009750000,1.989311376
0.009800000,-1.995050424
0.009850000,1.994452488
0.009900000,-2.000191536
0.009950000,1.984170264
0.010000000,-2.000191536
0.010050000,1.999593600
0.010100000,-2.005332648
0.010150000,1.989311376
0.010200000,-1.995050424
0.010250000,1.994452488
0.010300000,-2.005332648
0.010350000,1.994452488
0.010400000,-2.000191536
0.010450000,1.989311376
0.010500000,-2.000191536
0.010550000,1.994452488
0.010600000,-2.000191536
0.010650000,1.999593600
0.010700000,-2.000191536
0.010750000,1.994452488
0.010800000,-1.995050424
0.010850000,1.994452488
0.010900000,-2.000191536
0.010950000,1.994452488
0.011000000,-2.000191536
0.011050000,1.994452488
0.011100000,-1.995050424
0.011150000,1.994452488
0.011200000,-1.989909312
0.011250000,1.989311376
0.011300000,-2.000191536
0.011350000,1.994452488
0.011400000,-1.995050424
0.011450000,1.999593600
0.011500000,-2.005332648
0.011550000,1.999593600
0.011600000,-2.005332648
0.011650000,1.994452488
0.011700000,-2.000191536
0.011750000,2.004734712
0.011800000,-1.995050424
0.011850000,1.994452488
0.011900000,-1.995050424
0.011950000,1.994452488
0.012000000,-1.995050424
0.012050000,1.989311376
0.012100000,-2.000191536
0.012150000,1.999593600
0.012200000,-2.000191536
0.012250000,1.989311376
0.012300000,-1.995050424
0.012350000,1.994452488
0.012400000,-1.995050424
0.012450000,1.989311376
0.012500000,-2.005332648
0.012550000,1.999593600
0.012600000,-1.995050424
0.012650000,1.984170264
0.012700000,-2.005332648
0.012750000,1.994452488
