# 2023-02-09, 16:02:39.575202
# fs = 50 Hz, N = 1000
# NI 9201, 19.5.0
t,ai0
0.000000000,1.886489136
0.020000000,0.282462192
0.040000000,-1.326705864
0.060000000,-1.095355824
0.080000000,0.513812232
0.100000000,1.881348024
0.120000000,0.277321080
0.140000000,-1.326705864
0.160000000,-1.085073600
0.180000000,0.518953344
0.200000000,1.886489136
0.220000000,0.287603304
0.240000000,-1.326705864
0.260000000,-1.090214712
0.280000000,0.524094456
0.300000000,1.886489136
0.320000000,0.282462192
0.340000000,-1.326705864
0.360000000,-1.095355824
0.380000000,0.518953344
0.400000000,1.886489136
0.420000000,0.282462192
0.440000000,-1.326705864
0.460000000,-1.095355824
0.480000000,0.524094456
0.500000000,1.886489136
0.520000000,0.287603304
0.540000000,-1.326705864
0.560000000,-1.085073600
0.580000000,0.513812232
0.600000000,1.886489136
0.620000000,0.292744416
0.640000000,-1.326705864
0.660000000,-1.085073600
0.680000000,0.524094456
0.700000000,1.891630248
0.720000000,0.282462192
0.740000000,-1.326705864
0.760000000,-1.095355824
0.780000000,0.518953344
0.800000000,1.886489136
0.820000000,0.287603304
0.840000000,-1.321564752
0.860000000,-1.085073600
0.880000000,0.524094456
0.900000000,1.886489136
0.920000000,0.282462192
0.940000000,-1.321564752
0.960000000,-1.090214712
0.980000000,0.513812232
1.000000000,1.881348024
1.020000000,0.287603304
1.040000000,-1.321564752
1.060000000,-1.090214712
1.080000000,0.518953344
1.100000000,1.881348024
1.120000000,0.282462192
1.140000000,-1.326705864
1.160000000,-1.090214712
1.180000000,0.513812232
1.200000000,1.881348024
1.220000000,0.287603304
1.240000000,-1.326705864
1.260000000,-1.095355824
1.280000000,0.518953344
1.300000000,1.881348024
1.320000000,0.282462192
1.340000000,-1.326705864
1.360000000,-1.085073600
1.380000000,0.513812232
1.400000000,1.886489136
1.420000000,0.282462192
1.440000000,-1.331846976
1.460000000,-1.090214712
1.480000000,0.524094456
1.500000000,1.886489136
1.520000000,0.282462192
1.540000000,-1.326705864
1.560000000,-1.085073600
1.580000000,0.518953344
1.600000000,1.886489136
1.620000000,0.287603304
1.640000000,-1.326705864
1.660000000,-1.090214712
1.680000000,0.513812232
1.700000000,1.886489136
1.720000000,0.287603304
1.740000000,-1.331846976
1.760000000,-1.095355824
1.780000000,0.518953344
1.800000000,1.886489136
1.820000000,0.277321080
1.840000000,-1.331846976
1.860000000,-1.074791376
1.880000000,0.518953344
1.900000000,1.881348024
1.920000000,0.282462192
1.940000000,-1.321564752
1.960000000,-1.090214712
1.980000000,0.524094456
2.000000000,1.881348024
2.020000000,0.282462192
2.040000000,-1.331846976
2.060000000,-1.090214712
2.080000000,0.518953344
2.100000000,1.886489136
2.120000000,0.282462192
2.140000000,-1.326705864
2.160000000,-1.085073600
2.180000000,0.513812232
2.200000000,1.881348024
2.220000000,0.282462192
2.240000000,-1.326705864
2.260000000,-1.085073600
2.280000000,0.518953344
2.300000000,1.886489136
2.320000000,0.277321080
2.340000000,-1.326705864
2.360000000,-1.085073600
2.380000000,0.524094456
2.400000000,1.891630248
2.420000000,0.282462192
2.440000000,-1.321564752
2.460000000,-1.090214712
2.480000000,0.524094456
2.500000000,1.881348024
2.520000000,0.287603304
2.540000000,-1.321564752
2.560000000,-1.085073600
2.580000000,0.518953344
2.600000000,1.886489136
2.620000000,0.282462192
2.640000000,-1.326705864
2.660000000,-1.085073600
2.680000000,0.518953344
2.700000000,1.881348024
2.720000000,0.282462192
2.740000000,-1.321564752
2.760000000,-1.085073600
2.780000000,0.524094456
2.800000000,1.886489136
2.820000000,0.282462192
2.840000000,-1.326705864
2.860000000,-1.085073600
2.880000000,0.524094456
2.900000000,1.886489136
2.920000000,0.277321080
2.940000000,-1.326705864
2.960000000,-1.085073600
2.980000000,0.513812232
3.000000000,1.881348024
3.020000000,0.282462192
3.040000000,-1.326705864
3.060000000,-1.085073600
3.080000000,0.518953344
3.100000000,1.881348024
3.120000000,0.287603304
3.140000000,-1.326705864
3.160000000,-1.090214712
3.180000000,0.518953344
3.200000000,1.886489136
3.220000000,0.282462192
3.240000000,-1.326705864
3.260000000,-1.090214712
3.280000000,0.513812232
3.300000000,1.881348024
3.320000000,0.287603304
3.340000000,-1.331846976
3.360000000,-1.085073600
3.380000000,0.524094456
3.400000000,1.891630248
3.420000000,0.287603304
3.440000000,-1.326705864
3.460000000,-1.090214712
3.480000000,0.524094456
